NAME,C02003_003E,state,zip code tabulation area,GEOID,percent
ZCTA5 79541,970,48,79541,4879541,0.97
ZCTA5 79701,24097,48,79701,4879701,24.097
ZCTA5 79748,151,48,79748,4879748,0.151
ZCTA5 79754,99,48,79754,4879754,0.099
ZCTA5 79783,272,48,79783,4879783,0.272
ZCTA5 79842,405,48,79842,4879842,0.405
ZCTA5 79907,40942,48,79907,4879907,40.942
ZCTA5 79567,3195,48,79567,4879567,3.195
ZCTA5 79719,574,48,79719,4879719,0.574
ZCTA5 79730,69,48,79730,4879730,0.069
ZCTA5 79756,8185,48,79756,4879756,8.185
ZCTA5 79759,16,48,79759,4879759,0.016
ZCTA5 79765,11551,48,79765,4879765,11.551
ZCTA5 79109,38413,48,79109,4879109,38.413
ZCTA5 79225,920,48,79225,4879225,0.92
ZCTA5 79226,2613,48,79226,4879226,2.613
ZCTA5 79227,1235,48,79227,4879227,1.235
ZCTA5 79234,24,48,79234,4879234,0.024
ZCTA5 79248,1159,48,79248,4879248,1.159
ZCTA5 79251,15,48,79251,4879251,0.015
ZCTA5 79256,218,48,79256,4879256,0.218
ZCTA5 79257,822,48,79257,4879257,0.822
ZCTA5 79261,306,48,79261,4879261,0.306
ZCTA5 79336,15267,48,79336,4879336,15.267
ZCTA5 79339,5626,48,79339,4879339,5.626
ZCTA5 79344,72,48,79344,4879344,0.072
ZCTA5 79781,253,48,79781,4879781,0.253
ZCTA5 79785,71,48,79785,4879785,0.071
ZCTA5 79831,4,48,79831,4879831,0.004
ZCTA5 79843,2129,48,79843,4879843,2.129
ZCTA5 79124,7701,48,79124,4879124,7.701
ZCTA5 79062,190,48,79062,4879062,0.19
ZCTA5 79091,132,48,79091,4879091,0.132
ZCTA5 79237,399,48,79237,4879237,0.399
ZCTA5 79244,708,48,79244,4879244,0.708
ZCTA5 79346,2045,48,79346,4879346,2.045
ZCTA5 79351,1236,48,79351,4879351,1.236
ZCTA5 79749,361,48,79749,4879749,0.361
ZCTA5 79755,80,48,79755,4879755,0.08
ZCTA5 79764,17372,48,79764,4879764,17.372
ZCTA5 79788,501,48,79788,4879788,0.501
ZCTA5 79789,764,48,79789,4879789,0.764
ZCTA5 79849,8438,48,79849,4879849,8.438
ZCTA5 79782,3776,48,79782,4879782,3.776
ZCTA5 79851,854,48,79851,4879851,0.854
ZCTA5 79010,862,48,79010,4879010,0.862
ZCTA5 79036,4674,48,79036,4879036,4.674
ZCTA5 79355,1722,48,79355,4879355,1.722
ZCTA5 79016,101,48,79016,4879016,0.101
ZCTA5 79058,0,48,79058,4879058,0.0
ZCTA5 79085,13,48,79085,4879085,0.013
ZCTA5 79094,51,48,79094,4879094,0.051
ZCTA5 79105,0,48,79105,4879105,0.0
ZCTA5 79258,47,48,79258,4879258,0.047
ZCTA5 79699,73,48,79699,4879699,0.073
ZCTA5 79770,69,48,79770,4879770,0.069
ZCTA5 79911,4976,48,79911,4879911,4.976
ZCTA5 79916,1596,48,79916,4879916,1.596
ZCTA5 79920,6,48,79920,4879920,0.006
ZCTA5 79928,49714,48,79928,4879928,49.714
ZCTA5 76841,25,48,76841,4876841,0.025
ZCTA5 76844,3651,48,76844,4876844,3.651
ZCTA5 76874,0,48,76874,4876874,0.0
ZCTA5 76875,482,48,76875,4876875,0.482
ZCTA5 76878,1544,48,76878,4876878,1.544
ZCTA5 76935,1743,48,76935,4876935,1.743
ZCTA5 76941,1095,48,76941,4876941,1.095
ZCTA5 76955,180,48,76955,4876955,0.18
ZCTA5 76226,22895,48,76226,4876226,22.895
ZCTA5 76227,25741,48,76227,4876227,25.741
ZCTA5 76651,2551,48,76651,4876651,2.551
ZCTA5 76680,217,48,76680,4876680,0.217
ZCTA5 77831,2702,48,77831,4877831,2.702
ZCTA5 77837,1009,48,77837,4877837,1.009
ZCTA5 77840,43772,48,77840,4877840,43.772
ZCTA5 77969,127,48,77969,4877969,0.127
ZCTA5 77990,816,48,77990,4877990,0.816
ZCTA5 77016,10672,48,77016,4877016,10.672
ZCTA5 77018,23027,48,77018,4877018,23.027
ZCTA5 77029,13280,48,77029,4877029,13.28
ZCTA5 77044,29570,48,77044,4877044,29.57
ZCTA5 77048,4161,48,77048,4877048,4.161
ZCTA5 77051,2466,48,77051,4877051,2.466
ZCTA5 77054,8210,48,77054,4877054,8.21
ZCTA5 75230,23053,48,75230,4875230,23.053
ZCTA5 75236,9063,48,75236,4875236,9.063
ZCTA5 75410,5515,48,75410,4875410,5.515
ZCTA5 75435,1192,48,75435,4875435,1.192
ZCTA5 75437,1333,48,75437,4875437,1.333
ZCTA5 75167,10449,48,75167,4875167,10.449
ZCTA5 75180,17062,48,75180,4875180,17.062
ZCTA5 75203,10053,48,75203,4875203,10.053
ZCTA5 75209,10882,48,75209,4875209,10.882
ZCTA5 75215,4257,48,75215,4875215,4.257
ZCTA5 75218,18691,48,75218,4875218,18.691
ZCTA5 75228,45201,48,75228,4875228,45.201
ZCTA5 75234,24847,48,75234,4875234,24.847
ZCTA5 75237,2911,48,75237,4875237,2.911
ZCTA5 75247,311,48,75247,4875247,0.311
ZCTA5 75401,10988,48,75401,4875401,10.988
ZCTA5 75402,14748,48,75402,4875402,14.748
ZCTA5 75407,14330,48,75407,4875407,14.33
ZCTA5 75418,11989,48,75418,4875418,11.989
ZCTA5 75431,1865,48,75431,4875431,1.865
ZCTA5 75450,141,48,75450,4875450,0.141
ZCTA5 75451,1076,48,75451,4875451,1.076
ZCTA5 75452,3909,48,75452,4875452,3.909
ZCTA5 75471,1004,48,75471,4875471,1.004
ZCTA5 75489,1034,48,75489,4875489,1.034
ZCTA5 75495,7919,48,75495,4875495,7.919
ZCTA5 75551,7874,48,75551,4875551,7.874
ZCTA5 77485,3367,48,77485,4877485,3.367
ZCTA5 77502,33361,48,77502,4877502,33.361
ZCTA5 77547,7643,48,77547,4877547,7.643
ZCTA5 77597,751,48,77597,4877597,0.751
ZCTA5 77629,643,48,77629,4877629,0.643
ZCTA5 77632,20941,48,77632,4877632,20.941
ZCTA5 77642,22467,48,77642,4877642,22.467
ZCTA5 77664,2261,48,77664,4877664,2.261
ZCTA5 77701,5817,48,77701,4877701,5.817
ZCTA5 77010,742,48,77010,4877010,0.742
ZCTA5 77020,14740,48,77020,4877020,14.74
ZCTA5 77021,5384,48,77021,4877021,5.384
ZCTA5 75447,1210,48,75447,4875447,1.21
ZCTA5 75462,10313,48,75462,4875462,10.313
ZCTA5 75469,262,48,75469,4875469,0.262
ZCTA5 75473,3403,48,75473,4875473,3.403
ZCTA5 75479,1731,48,75479,4875479,1.731
ZCTA5 75486,2053,48,75486,4875486,2.053
ZCTA5 75496,3469,48,75496,4875496,3.469
ZCTA5 75550,544,48,75550,4875550,0.544
ZCTA5 75560,677,48,75560,4875560,0.677
ZCTA5 75574,1633,48,75574,4875574,1.633
ZCTA5 75631,2810,48,75631,4875631,2.81
ZCTA5 75077,30167,48,75077,4875077,30.167
ZCTA5 75569,2562,48,75569,4875569,2.562
ZCTA5 75573,33,48,75573,4875573,0.033
ZCTA5 75966,3296,48,75966,4875966,3.296
ZCTA5 75643,2351,48,75643,4875643,2.351
ZCTA5 75681,1794,48,75681,4875681,1.794
ZCTA5 75683,3332,48,75683,4875683,3.332
ZCTA5 75691,2945,48,75691,4875691,2.945
ZCTA5 75785,9015,48,75785,4875785,9.015
ZCTA5 75791,12046,48,75791,4875791,12.046
ZCTA5 75833,2628,48,75833,4875833,2.628
ZCTA5 75835,6647,48,75835,4875835,6.647
ZCTA5 75861,5659,48,75861,4875861,5.659
ZCTA5 75925,3143,48,75925,4875925,3.143
ZCTA5 75936,1067,48,75936,4875936,1.067
ZCTA5 75943,1072,48,75943,4875943,1.072
ZCTA5 75788,109,48,75788,4875788,0.109
ZCTA5 75838,511,48,75838,4875838,0.511
ZCTA5 75847,1443,48,75847,4875847,1.443
ZCTA5 75852,2522,48,75852,4875852,2.522
ZCTA5 75862,8692,48,75862,4875862,8.692
ZCTA5 75926,955,48,75926,4875926,0.955
ZCTA5 75939,3810,48,75939,4875939,3.81
ZCTA5 75946,2492,48,75946,4875946,2.492
ZCTA5 75968,1522,48,75968,4875968,1.522
ZCTA5 75062,28284,48,75062,4875062,28.284
ZCTA5 75069,30025,48,75069,4875069,30.025
ZCTA5 75098,42053,48,75098,4875098,42.053
ZCTA5 75105,178,48,75105,4875105,0.178
ZCTA5 75141,3320,48,75141,4875141,3.32
ZCTA5 75147,6543,48,75147,4875147,6.543
ZCTA5 75154,25273,48,75154,4875154,25.273
ZCTA5 75158,3508,48,75158,4875158,3.508
ZCTA5 75223,12294,48,75223,4875223,12.294
ZCTA5 75225,19999,48,75225,4875225,19.999
ZCTA5 75229,28437,48,75229,4875229,28.437
ZCTA5 75235,14248,48,75235,4875235,14.248
ZCTA5 75241,5235,48,75241,4875241,5.235
ZCTA5 75244,9521,48,75244,4875244,9.521
ZCTA5 75415,160,48,75415,4875415,0.16
ZCTA5 76630,1260,48,76630,4876630,1.26
ZCTA5 76177,7240,48,76177,4876177,7.24
ZCTA5 76208,20768,48,76208,4876208,20.768
ZCTA5 76041,248,48,76041,4876041,0.248
ZCTA5 76082,18076,48,76082,4876082,18.076
ZCTA5 76133,35282,48,76133,4876133,35.282
ZCTA5 76258,6494,48,76258,4876258,6.494
ZCTA5 76008,16570,48,76008,4876008,16.57
ZCTA5 76364,147,48,76364,4876364,0.147
ZCTA5 76366,1735,48,76366,4876366,1.735
ZCTA5 76430,2216,48,76430,4876430,2.216
ZCTA5 76311,6235,48,76311,4876311,6.235
ZCTA5 77530,26451,48,77530,4877530,26.451
ZCTA5 77550,14624,48,77550,4877550,14.624
ZCTA5 77571,30694,48,77571,4877571,30.694
ZCTA5 77584,47126,48,77584,4877584,47.126
ZCTA5 77614,278,48,77614,4877614,0.278
ZCTA5 77623,439,48,77623,4877623,0.439
ZCTA5 77625,8990,48,77625,4877625,8.99
ZCTA5 77650,1860,48,77650,4877650,1.86
ZCTA5 77656,13531,48,77656,4877656,13.531
ZCTA5 77659,4294,48,77659,4877659,4.294
ZCTA5 77855,195,48,77855,4877855,0.195
ZCTA5 77865,2147,48,77865,4877865,2.147
ZCTA5 77873,940,48,77873,4877873,0.94
ZCTA5 77901,36443,48,77901,4877901,36.443
ZCTA5 79423,33107,48,79423,4879423,33.107
ZCTA5 79424,40563,48,79424,4879424,40.563
ZCTA5 75166,3395,48,75166,4875166,3.395
ZCTA5 75169,12757,48,75169,4875169,12.757
ZCTA5 75189,23013,48,75189,4875189,23.013
ZCTA5 75207,3827,48,75207,4875207,3.827
ZCTA5 77904,24647,48,77904,4877904,24.647
ZCTA5 77951,1647,48,77951,4877951,1.647
ZCTA5 77954,7799,48,77954,4877954,7.799
ZCTA5 77973,0,48,77973,4877973,0.0
ZCTA5 77983,2064,48,77983,4877983,2.064
ZCTA5 77083,27072,48,77083,4877083,27.072
ZCTA5 77367,55,48,77367,4877367,0.055
ZCTA5 77354,31103,48,77354,4877354,31.103
ZCTA5 77358,4356,48,77358,4877358,4.356
ZCTA5 77363,2606,48,77363,4877363,2.606
ZCTA5 77369,550,48,77369,4877369,0.55
ZCTA5 77380,21178,48,77380,4877380,21.178
ZCTA5 77401,13913,48,77401,4877401,13.913
ZCTA5 77412,55,48,77412,4877412,0.055
ZCTA5 77430,1997,48,77430,4877430,1.997
ZCTA5 77433,53732,48,77433,4877433,53.732
ZCTA5 77442,576,48,77442,4877442,0.576
ZCTA5 77457,387,48,77457,4877457,0.387
ZCTA5 77458,63,48,77458,4877458,0.063
ZCTA5 77461,10053,48,77461,4877461,10.053
ZCTA5 77467,13,48,77467,4877467,0.013
ZCTA5 77471,29905,48,77471,4877471,29.905
ZCTA5 77483,174,48,77483,4877483,0.174
ZCTA5 77504,19790,48,77504,4877504,19.79
ZCTA5 77545,5249,48,77545,4877545,5.249
ZCTA5 77566,25187,48,77566,4877566,25.187
ZCTA5 77575,12286,48,77575,4877575,12.286
ZCTA5 77578,12127,48,77578,4877578,12.127
ZCTA5 77611,8370,48,77611,4877611,8.37
ZCTA5 77617,24,48,77617,4877617,0.024
ZCTA5 77622,1270,48,77622,4877622,1.27
ZCTA5 77655,315,48,77655,4877655,0.315
ZCTA5 77338,19702,48,77338,4877338,19.702
ZCTA5 77339,34764,48,77339,4877339,34.764
ZCTA5 77362,5559,48,77362,4877362,5.559
ZCTA5 77364,1313,48,77364,4877364,1.313
ZCTA5 77365,30033,48,77365,4877365,30.033
ZCTA5 77371,6835,48,77371,4877371,6.835
ZCTA5 77429,68313,48,77429,4877429,68.313
ZCTA5 77444,593,48,77444,4877444,0.593
ZCTA5 77454,15,48,77454,4877454,0.015
ZCTA5 77468,42,48,77468,4877468,0.042
ZCTA5 77473,17,48,77473,4877473,0.017
ZCTA5 77475,796,48,77475,4877475,0.796
ZCTA5 77489,6043,48,77489,4877489,6.043
ZCTA5 77507,0,48,77507,4877507,0.0
ZCTA5 77511,43211,48,77511,4877511,43.211
ZCTA5 77517,5262,48,77517,4877517,5.262
ZCTA5 77535,27768,48,77535,4877535,27.768
ZCTA5 77539,34455,48,77539,4877539,34.455
ZCTA5 77551,16410,48,77551,4877551,16.41
ZCTA5 77554,8066,48,77554,4877554,8.066
ZCTA5 77560,339,48,77560,4877560,0.339
ZCTA5 77562,9441,48,77562,4877562,9.441
ZCTA5 77590,22312,48,77590,4877590,22.312
ZCTA5 76014,17513,48,76014,4876014,17.513
ZCTA5 76018,12681,48,76018,4876018,12.681
ZCTA5 76044,3737,48,76044,4876044,3.737
ZCTA5 76064,1661,48,76064,4876064,1.661
ZCTA5 77857,517,48,77857,4877857,0.517
ZCTA5 77861,2275,48,77861,4877861,2.275
ZCTA5 77868,12337,48,77868,4877868,12.337
ZCTA5 77876,43,48,77876,4877876,0.043
ZCTA5 77880,735,48,77880,4877880,0.735
ZCTA5 77905,13802,48,77905,4877905,13.802
ZCTA5 77960,56,48,77960,4877960,0.056
ZCTA5 77963,4239,48,77963,4877963,4.239
ZCTA5 77978,646,48,77978,4877978,0.646
ZCTA5 77657,20966,48,77657,4877657,20.966
ZCTA5 77708,3462,48,77708,4877708,3.462
ZCTA5 77833,23623,48,77833,4877833,23.623
ZCTA5 77845,53075,48,77845,4877845,53.075
ZCTA5 77871,2564,48,77871,4877871,2.564
ZCTA5 77878,141,48,77878,4877878,0.141
ZCTA5 77995,6416,48,77995,4877995,6.416
ZCTA5 77004,13475,48,77004,4877004,13.475
ZCTA5 77008,29182,48,77008,4877008,29.182
ZCTA5 77006,18277,48,77006,4877006,18.277
ZCTA5 77009,29098,48,77009,4877009,29.098
ZCTA5 77014,10620,48,77014,4877014,10.62
ZCTA5 77031,6745,48,77031,4877031,6.745
ZCTA5 77034,31872,48,77034,4877034,31.872
ZCTA5 77055,21932,48,77055,4877055,21.932
ZCTA5 77072,21639,48,77072,4877072,21.639
ZCTA5 77035,18489,48,77035,4877035,18.489
ZCTA5 77041,21938,48,77041,4877041,21.938
ZCTA5 77050,2666,48,77050,4877050,2.666
ZCTA5 77063,24849,48,77063,4877063,24.849
ZCTA5 77071,8458,48,77071,4877071,8.458
ZCTA5 77074,30841,48,77074,4877074,30.841
ZCTA5 76631,517,48,76631,4876631,0.517
ZCTA5 76635,820,48,76635,4876635,0.82
ZCTA5 76638,2884,48,76638,4876638,2.884
ZCTA5 76673,1541,48,76673,4876673,1.541
ZCTA5 78666,66848,48,78666,4878666,66.848
ZCTA5 78671,535,48,78671,4878671,0.535
ZCTA5 78675,231,48,78675,4878675,0.231
ZCTA5 78676,12489,48,78676,4878676,12.489
ZCTA5 78717,18218,48,78717,4878717,18.218
ZCTA5 78737,14325,48,78737,4878737,14.325
ZCTA5 78747,14902,48,78747,4878747,14.902
ZCTA5 78749,30241,48,78749,4878749,30.241
ZCTA5 78757,20493,48,78757,4878757,20.493
ZCTA5 78836,162,48,78836,4878836,0.162
ZCTA5 78220,6733,48,78220,4878220,6.733
ZCTA5 78224,18977,48,78224,4878224,18.977
ZCTA5 78229,24034,48,78229,4878229,24.034
ZCTA5 78264,9679,48,78264,4878264,9.679
ZCTA5 78336,10086,48,78336,4878336,10.086
ZCTA5 78352,487,48,78352,4878352,0.487
ZCTA5 78368,9414,48,78368,4878368,9.414
ZCTA5 78384,4688,48,78384,4878384,4.688
ZCTA5 78412,35075,48,78412,4878412,35.075
ZCTA5 78413,35832,48,78413,4878413,35.832
ZCTA5 78538,10415,48,78538,4878538,10.415
ZCTA5 78539,30942,48,78539,4878539,30.942
ZCTA5 78550,47752,48,78550,4878550,47.752
ZCTA5 78575,11826,48,78575,4878575,11.826
ZCTA5 78589,39645,48,78589,4878589,39.645
ZCTA5 78606,4786,48,78606,4878606,4.786
ZCTA5 78065,10266,48,78065,4878065,10.266
ZCTA5 78045,62742,48,78045,4878045,62.742
ZCTA5 78052,7098,48,78052,4878052,7.098
ZCTA5 78064,14210,48,78064,4878064,14.21
ZCTA5 78108,24192,48,78108,4878108,24.192
ZCTA5 78130,67051,48,78130,4878130,67.051
ZCTA5 78146,492,48,78146,4878146,0.492
ZCTA5 78015,13073,48,78015,4878015,13.073
ZCTA5 78019,1344,48,78019,4878019,1.344
ZCTA5 78724,12065,48,78724,4878724,12.065
ZCTA5 78727,19830,48,78727,4878727,19.83
ZCTA5 77422,11051,48,77422,4877422,11.051
ZCTA5 77426,1357,48,77426,4877426,1.357
ZCTA5 77445,6940,48,77445,4877445,6.94
ZCTA5 77081,38694,48,77081,4877081,38.694
ZCTA5 77028,4112,48,77028,4877028,4.112
ZCTA5 77058,12907,48,77058,4877058,12.907
ZCTA5 77023,22894,48,77023,4877023,22.894
ZCTA5 77093,39481,48,77093,4877093,39.481
ZCTA5 77360,4813,48,77360,4877360,4.813
ZCTA5 77042,22350,48,77042,4877042,22.35
ZCTA5 77302,17659,48,77302,4877302,17.659
ZCTA5 77420,1857,48,77420,4877420,1.857
ZCTA5 77388,35357,48,77388,4877388,35.357
ZCTA5 77417,1826,48,77417,4877417,1.826
ZCTA5 77043,19914,48,77043,4877043,19.914
ZCTA5 77089,30722,48,77089,4877089,30.722
ZCTA5 77591,6105,48,77591,4877591,6.105
ZCTA5 77703,3229,48,77703,4877703,3.229
ZCTA5 77033,6794,48,77033,4877033,6.794
ZCTA5 77064,28623,48,77064,4877064,28.623
ZCTA5 77099,19397,48,77099,4877099,19.397
ZCTA5 77201,0,48,77201,4877201,0.0
ZCTA5 77328,14781,48,77328,4877328,14.781
ZCTA5 77342,0,48,77342,4877342,0.0
ZCTA5 77350,139,48,77350,4877350,0.139
ZCTA5 77377,29949,48,77377,4877377,29.949
ZCTA5 77406,35080,48,77406,4877406,35.08
ZCTA5 77407,21806,48,77407,4877407,21.806
ZCTA5 77436,48,48,77436,4877436,0.048
ZCTA5 77453,275,48,77453,4877453,0.275
ZCTA5 77460,77,48,77460,4877460,0.077
ZCTA5 77498,22814,48,77498,4877498,22.814
ZCTA5 77523,19918,48,77523,4877523,19.918
ZCTA5 77580,702,48,77580,4877580,0.702
ZCTA5 77661,462,48,77661,4877661,0.462
ZCTA5 77976,83,48,77976,4877976,0.083
ZCTA5 77987,238,48,77987,4877987,0.238
ZCTA5 77993,124,48,77993,4877993,0.124
ZCTA5 77032,6212,48,77032,4877032,6.212
ZCTA5 77053,13372,48,77053,4877053,13.372
ZCTA5 77056,16096,48,77056,4877056,16.096
ZCTA5 77065,23800,48,77065,4877065,23.8
ZCTA5 77069,12505,48,77069,4877069,12.505
ZCTA5 77070,35382,48,77070,4877070,35.382
ZCTA5 77320,26286,48,77320,4877320,26.286
ZCTA5 77345,25887,48,77345,4877345,25.887
ZCTA5 78148,15793,48,78148,4878148,15.793
ZCTA5 78024,1004,48,78024,4878024,1.004
ZCTA5 79363,5162,48,79363,4879363,5.162
ZCTA5 79376,32,48,79376,4879376,0.032
ZCTA5 79414,14802,48,79414,4879414,14.802
ZCTA5 79356,5049,48,79356,4879356,5.049
ZCTA5 78239,20356,48,78239,4878239,20.356
ZCTA5 78254,46942,48,78254,4878254,46.942
ZCTA5 78261,14328,48,78261,4878261,14.328
ZCTA5 78266,4996,48,78266,4878266,4.996
ZCTA5 78332,27607,48,78332,4878332,27.607
ZCTA5 78353,257,48,78353,4878353,0.257
ZCTA5 78503,14864,48,78503,4878503,14.864
ZCTA5 78577,72286,48,78577,4878577,72.286
ZCTA5 78932,554,48,78932,4878932,0.554
ZCTA5 78885,83,48,78885,4878885,0.083
ZCTA5 78870,832,48,78870,4878870,0.832
ZCTA5 78881,2028,48,78881,4878881,2.028
ZCTA5 78884,1220,48,78884,4878884,1.22
ZCTA5 78934,4652,48,78934,4878934,4.652
ZCTA5 78935,1272,48,78935,4878935,1.272
ZCTA5 78705,24285,48,78705,4878705,24.285
ZCTA5 78759,34341,48,78759,4878759,34.341
ZCTA5 78563,190,48,78563,4878563,0.19
ZCTA5 78133,16487,48,78133,4878133,16.487
ZCTA5 78258,36781,48,78258,4878258,36.781
ZCTA5 78404,16852,48,78404,4878404,16.852
ZCTA5 78580,14031,48,78580,4878580,14.031
ZCTA5 78639,7912,48,78639,4878639,7.912
ZCTA5 78628,30099,48,78628,4878628,30.099
ZCTA5 78728,14122,48,78728,4878728,14.122
ZCTA5 78736,8395,48,78736,4878736,8.395
ZCTA5 78750,22743,48,78750,4878750,22.743
ZCTA5 78753,34872,48,78753,4878753,34.872
ZCTA5 78827,1024,48,78827,4878827,1.024
ZCTA5 78832,3555,48,78832,4878832,3.555
ZCTA5 78839,8538,48,78839,4878839,8.538
ZCTA5 78861,12041,48,78861,4878861,12.041
ZCTA5 78938,287,48,78938,4878938,0.287
ZCTA5 78943,138,48,78943,4878943,0.138
ZCTA5 78945,9264,48,78945,4878945,9.264
ZCTA5 78963,1030,48,78963,4878963,1.03
ZCTA5 78837,236,48,78837,4878837,0.236
ZCTA5 78941,2894,48,78941,4878941,2.894
ZCTA5 78944,428,48,78944,4878944,0.428
ZCTA5 78950,1472,48,78950,4878950,1.472
ZCTA5 78248,13113,48,78248,4878248,13.113
ZCTA5 78207,46130,48,78207,4878207,46.13
ZCTA5 78233,38051,48,78233,4878233,38.051
ZCTA5 78242,30592,48,78242,4878242,30.592
ZCTA5 78251,46423,48,78251,4878251,46.423
ZCTA5 78255,12091,48,78255,4878255,12.091
ZCTA5 78263,4064,48,78263,4878263,4.064
ZCTA5 78330,878,48,78330,4878330,0.878
ZCTA5 78351,361,48,78351,4878351,0.361
ZCTA5 78358,528,48,78358,4878358,0.528
ZCTA5 78387,8870,48,78387,4878387,8.87
ZCTA5 78408,10832,48,78408,4878408,10.832
ZCTA5 78409,2577,48,78409,4878409,2.577
ZCTA5 78416,13760,48,78416,4878416,13.76
ZCTA5 78543,8889,48,78543,4878543,8.889
ZCTA5 76632,1401,48,76632,4876632,1.401
ZCTA5 76633,4910,48,76633,4876633,4.91
ZCTA5 76636,1322,48,76636,4876636,1.322
ZCTA5 76641,1519,48,76641,4876641,1.519
ZCTA5 76649,622,48,76649,4876649,0.622
ZCTA5 76664,2880,48,76664,4876664,2.88
ZCTA5 76431,3129,48,76431,4876431,3.129
ZCTA5 76433,1500,48,76433,4876433,1.5
ZCTA5 76561,912,48,76561,4876561,0.912
ZCTA5 76491,315,48,76491,4876491,0.315
ZCTA5 76504,16913,48,76504,4876504,16.913
ZCTA5 76530,1874,48,76530,4876530,1.874
ZCTA5 76626,1045,48,76626,4876626,1.045
ZCTA5 76078,9489,48,76078,4876078,9.489
ZCTA5 76106,26076,48,76106,4876106,26.076
ZCTA5 76474,192,48,76474,4876474,0.192
ZCTA5 76483,1028,48,76483,4876483,1.028
ZCTA5 76490,74,48,76490,4876490,0.074
ZCTA5 76557,4667,48,76557,4876557,4.667
ZCTA5 76579,4601,48,76579,4876579,4.601
ZCTA5 76015,11126,48,76015,4876015,11.126
ZCTA5 76028,62942,48,76028,4876028,62.942
ZCTA5 76034,23753,48,76034,4876034,23.753
ZCTA5 76050,5881,48,76050,4876050,5.881
ZCTA5 76053,23312,48,76053,4876053,23.312
ZCTA5 76058,16932,48,76058,4876058,16.932
ZCTA5 76542,23081,48,76542,4876542,23.081
ZCTA5 76527,3519,48,76527,4876527,3.519
ZCTA5 76537,5172,48,76537,4876537,5.172
ZCTA5 76539,6980,48,76539,4876539,6.98
ZCTA5 76550,11780,48,76550,4876550,11.78
ZCTA5 76566,292,48,76566,4876566,0.292
ZCTA5 76567,8006,48,76567,4876567,8.006
ZCTA5 76577,2819,48,76577,4876577,2.819
ZCTA5 76622,979,48,76622,4876622,0.979
ZCTA5 76629,1279,48,76629,4876629,1.279
ZCTA5 76645,8098,48,76645,4876645,8.098
ZCTA5 76687,1809,48,76687,4876687,1.809
ZCTA5 76710,18324,48,76710,4876710,18.324
ZCTA5 76711,7459,48,76711,4876711,7.459
ZCTA5 76825,5577,48,76825,4876825,5.577
ZCTA5 76821,3980,48,76821,4876821,3.98
ZCTA5 76824,11,48,76824,4876824,0.011
ZCTA5 76832,615,48,76832,4876832,0.615
ZCTA5 76842,255,48,76842,4876842,0.255
ZCTA5 76853,1480,48,76853,4876853,1.48
ZCTA5 76857,1562,48,76857,4876857,1.562
ZCTA5 76873,36,48,76873,4876873,0.036
ZCTA5 76901,27187,48,76901,4876901,27.187
ZCTA5 76904,31020,48,76904,4876904,31.02
ZCTA5 76905,10694,48,76905,4876905,10.694
ZCTA5 76932,1555,48,76932,4876932,1.555
ZCTA5 76559,4368,48,76559,4876559,4.368
ZCTA5 76060,6556,48,76060,4876060,6.556
ZCTA5 76148,19530,48,76148,4876148,19.53
ZCTA5 76305,3829,48,76305,4876305,3.829
ZCTA5 76306,10330,48,76306,4876306,10.33
ZCTA5 76365,4237,48,76365,4876365,4.237
ZCTA5 76367,12315,48,76367,4876367,12.315
ZCTA5 76373,187,48,76373,4876373,0.187
ZCTA5 76388,247,48,76388,4876388,0.247
ZCTA5 76401,27304,48,76401,4876401,27.304
ZCTA5 76435,465,48,76435,4876435,0.465
ZCTA5 76455,933,48,76455,4876455,0.933
ZCTA5 76472,1618,48,76472,4876472,1.618
ZCTA5 76484,891,48,76484,4876484,0.891
ZCTA5 76022,10096,48,76022,4876022,10.096
ZCTA5 76073,5593,48,76073,4876073,5.593
ZCTA5 76655,7884,48,76655,4876655,7.884
ZCTA5 76798,1238,48,76798,4876798,1.238
ZCTA5 76885,322,48,76885,4876885,0.322
ZCTA5 76903,26495,48,76903,4876903,26.495
ZCTA5 76379,574,48,76379,4876379,0.574
ZCTA5 76070,853,48,76070,4876070,0.853
ZCTA5 76126,20865,48,76126,4876126,20.865
ZCTA5 77384,15017,48,77384,4877384,15.017
ZCTA5 77423,7511,48,77423,4877423,7.511
ZCTA5 77568,9116,48,77568,4877568,9.116
ZCTA5 77514,3893,48,77514,4877514,3.893
ZCTA5 77573,70952,48,77573,4877573,70.952
ZCTA5 77585,998,48,77585,4877585,0.998
ZCTA5 77613,728,48,77613,4877613,0.728
ZCTA5 77615,796,48,77615,4877615,0.796
ZCTA5 77627,19750,48,77627,4877627,19.75
ZCTA5 77630,21849,48,77630,4877630,21.849
ZCTA5 77663,1431,48,77663,4877663,1.431
ZCTA5 77707,10335,48,77707,4877707,10.335
ZCTA5 77801,9382,48,77801,4877801,9.382
ZCTA5 77443,245,48,77443,4877443,0.245
ZCTA5 77003,5520,48,77003,4877003,5.52
ZCTA5 77351,28636,48,77351,4877351,28.636
ZCTA5 77372,12224,48,77372,4877372,12.224
ZCTA5 77374,320,48,77374,4877374,0.32
ZCTA5 77375,39823,48,77375,4877375,39.823
ZCTA5 77376,524,48,77376,4877376,0.524
ZCTA5 77414,16671,48,77414,4877414,16.671
ZCTA5 77415,85,48,77415,4877415,0.085
ZCTA5 77418,8689,48,77418,4877418,8.689
